1 1 1 4.45
1 1 1 8.52
1 1 1 3.15
1 1 1 8.44
1 1 1 3.24
1 1 1 -5.08
1 1 1 3.46
1 1 1 0.16
1 1 1 5.75
1 1 1 0.54
1 1 1 7.35
1 1 1 10.28
1 1 1 1.61
1 1 1 0.3
1 1 1 4.38
1 1 1 3.82
1 1 1 13.02
1 1 1 10.38
1 1 1 7.83
1 1 1 8.74
1 1 1 3.17
1 1 1 6.34
1 1 1 8.8
1 1 1 -0.46
1 1 1 1.46
1 1 1 0.38
1 1 1 4.73
1 1 1 9.02
1 1 1 1.4
1 1 1 3.19
1 1 1 -0.1
1 1 1 4.7
1 1 1 -3.86
1 1 1 -2.06
1 1 1 9.98
1 1 1 8.92
1 1 1 5.09
1 1 1 -0.18
1 1 1 5.15
1 1 1 4.69
1 1 1 7.24
1 1 1 5.94
1 1 1 -0.08
1 1 1 -0.83
1 1 1 8.08
1 1 1 2.18
1 1 1 6.51
1 1 1 9.21
1 1 1 7.53
1 1 1 7.32
1 1 1 -0.14
1 1 1 7.27
1 1 1 3.33
1 1 1 1.12
1 1 1 5.94
1 1 1 9.78
1 1 1 3.34
1 1 1 -2.48
1 1 1 -1.09
1 1 1 -1.38
1 1 1 3.36
1 1 1 9.91
1 1 1 2.5
1 1 1 -0.39
1 1 1 3.9
1 1 1 8.29
1 1 1 -1.47
1 1 1 2.87
1 1 1 0.71
1 1 1 7.6
1 1 1 2.04
1 1 1 -1.62
1 1 1 -0.19
1 1 1 1.22
1 1 1 3.04
1 1 1 4.9
1 1 1 5.47
1 1 1 -1.58
1 1 1 8.47
1 1 1 11.57
1 1 1 2.31
1 1 1 11.56
1 1 1 3.81
1 1 1 1.93
1 1 1 -1.72
1 1 1 2.76
1 1 1 3.88
1 1 1 8.08
1 1 1 3.5
1 1 1 2.58
1 1 1 1.52
1 1 1 7.35
1 1 1 5.68
1 1 1 3.78
1 1 1 -0.39
1 1 1 -0.67
2 1 2 6.77
2 1 2 0.86
2 1 2 0.52
2 1 2 -0.52
2 1 2 7.18
2 1 2 0.51
2 1 2 1.06
2 1 2 5.02
2 1 2 -1.7
2 1 2 -3.9
2 1 2 5.34
2 1 2 -0.46
2 1 2 4.88
2 1 2 9.94
2 1 2 0.75
2 1 2 3.53
2 1 2 6.96
2 1 2 5.42
2 1 2 -3.21
2 1 2 8.34
2 1 2 5.56
2 1 2 4.02
2 1 2 4.78
2 1 2 9.55
2 1 2 8.05
2 1 2 3.56
2 1 2 6.14
2 1 2 6.46
2 1 2 -1.07
2 1 2 0.48
2 1 2 5.76
2 1 2 3.88
2 1 2 -1.97
2 1 2 6.58
2 1 2 4.12
2 1 2 4.63
2 1 2 4.91
2 1 2 0.33
2 1 2 3.17
2 1 2 5.75
2 1 2 -2.93
2 1 2 -2.05
2 1 2 1.21
2 1 2 -3.75
2 1 2 9.89
2 1 2 -3.37
2 1 2 0.68
2 1 2 -6.22
2 1 2 7.35
2 1 2 -4.83
2 1 2 4.73
2 1 2 3.95
2 1 2 3.64
2 1 2 7.41
2 1 2 8.91
2 1 2 2.82
2 1 2 -4.76
2 1 2 4.4
2 1 2 3.5
2 1 2 9.69
2 1 2 0.78
2 1 2 6.39
2 1 2 6.89
2 1 2 1.88
2 1 2 1.41
2 1 2 3.07
2 1 2 9.27
2 1 2 2.66
2 1 2 0.83
2 1 2 8.71
2 1 2 4.19
2 1 2 3.08
2 1 2 2.89
2 1 2 -2.04
2 1 2 5.21
2 1 2 8.82
2 1 2 -2.9
2 1 2 2.05
2 1 2 4.07
2 1 2 -2.41
2 1 2 0.4
2 1 2 9.63
2 1 2 8.05
2 1 2 4.59
2 1 2 5.75
2 1 2 1.83
2 1 2 1.9
2 1 2 2.75
2 1 2 -1.62
2 1 2 4.66
2 1 2 -4.41
2 1 2 1.14
2 1 2 7.14
2 1 2 4.21
2 1 2 1.67
2 1 2 2.91
3 2 1 -1.87
3 2 1 -3.74
3 2 1 1
3 2 1 -3.24
3 2 1 1.38
3 2 1 5.17
3 2 1 3.66
3 2 1 -0.82
3 2 1 -3.64
3 2 1 0.51
3 2 1 4.68
3 2 1 0.6
3 2 1 4.66
3 2 1 4.7
3 2 1 -3.09
3 2 1 3.12
3 2 1 3.71
3 2 1 -0.37
3 2 1 3.67
3 2 1 -4.94
3 2 1 1.66
3 2 1 3.08
3 2 1 6.38
3 2 1 8.32
3 2 1 7.66
3 2 1 0.99
3 2 1 -0.86
3 2 1 5.51
3 2 1 6.72
3 2 1 1.11
3 2 1 -0.93
3 2 1 1.53
3 2 1 -2.55
3 2 1 5.41
3 2 1 -3.02
3 2 1 -3.85
3 2 1 -5.44
3 2 1 -2.13
3 2 1 2.41
3 2 1 -0.47
3 2 1 8.47
3 2 1 7.53
3 2 1 5.53
3 2 1 4.65
3 2 1 5.07
3 2 1 7.47
3 2 1 11.08
3 2 1 2.12
3 2 1 4.68
3 2 1 4.07
3 2 1 4.22
3 2 1 2.23
3 2 1 -3.91
3 2 1 5.6
3 2 1 4.55
3 2 1 6.21
3 2 1 -0.36
3 2 1 -2.76
3 2 1 7
3 2 1 -3.72
3 2 1 -0.99
3 2 1 4.39
3 2 1 5.34
3 2 1 3.9
3 2 1 -4.28
3 2 1 -4.62
3 2 1 -4.77
3 2 1 -0.98
3 2 1 4.12
3 2 1 1.57
3 2 1 2.18
3 2 1 0.09
3 2 1 2.27
3 2 1 6.59
3 2 1 6.27
3 2 1 5
3 2 1 -0.19
3 2 1 0.65
3 2 1 4.14
3 2 1 -1.31
3 2 1 8.61
3 2 1 -3.56
3 2 1 0.62
3 2 1 4.93
3 2 1 6.01
3 2 1 4.02
3 2 1 10.66
3 2 1 -1.05
3 2 1 4.46
3 2 1 -1.39
3 2 1 0.93
3 2 1 4.26
3 2 1 2.39
3 2 1 4.98
3 2 1 3.58
3 2 1 7.34
4 2 2 11.55
4 2 2 4.68
4 2 2 -6.4
4 2 2 3.93
4 2 2 -4.18
4 2 2 11.23
4 2 2 -6.3
4 2 2 6.18
4 2 2 -0.8
4 2 2 6.6
4 2 2 -2.76
4 2 2 6.66
4 2 2 -2.21
4 2 2 0.2
4 2 2 5.44
4 2 2 5.77
4 2 2 0.16
4 2 2 3.4
4 2 2 1.57
4 2 2 4.27
4 2 2 5.42
4 2 2 3.4
4 2 2 4.21
4 2 2 7.32
4 2 2 5.98
4 2 2 8.03
4 2 2 7.14
4 2 2 1.77
4 2 2 -5.09
4 2 2 -6.81
4 2 2 -1.6
4 2 2 4.36
4 2 2 0.43
4 2 2 -1.16
4 2 2 7.52
4 2 2 5.04
4 2 2 2.6
4 2 2 1.27
4 2 2 0.29
4 2 2 0.82
4 2 2 6.72
4 2 2 -3.81
4 2 2 0.58
4 2 2 0.8
4 2 2 2.35
4 2 2 -0.9
4 2 2 2.91
4 2 2 0
4 2 2 2.51
4 2 2 2.12
4 2 2 2.19
4 2 2 4.4
4 2 2 3.39
4 2 2 0.11
4 2 2 0.75
4 2 2 5.25
4 2 2 2.53
4 2 2 -2.9
4 2 2 7.15
4 2 2 8.28
4 2 2 5.92
4 2 2 9.37
4 2 2 4.29
4 2 2 3.49
4 2 2 2.83
4 2 2 -4.01
4 2 2 8.59
4 2 2 7.59
4 2 2 7.68
4 2 2 0.84
4 2 2 -1
4 2 2 3.15
4 2 2 2.55
4 2 2 -1.09
4 2 2 0.72
4 2 2 -0.53
4 2 2 3.72
4 2 2 3.62
4 2 2 7.4
4 2 2 8.66
4 2 2 6.11
4 2 2 0.97
4 2 2 2.56
4 2 2 2.09
4 2 2 0.11
4 2 2 5.61
4 2 2 -1.71
4 2 2 5.74
4 2 2 1.61
4 2 2 8.41
4 2 2 4.81
4 2 2 3.44
4 2 2 0.4
4 2 2 0.58
4 2 2 3.63
4 2 2 2.96
