330 145.37562207 160.72598325
412 152.44585839 155.55164117
385 172.86061553 150.31544163
310 149.43353392 161.44623205
162 149.84255671 144.30438761
333 151.08010443 167.56249944
153 126.64505158 182.29048586
394 138.70538751 139.21233503
314 147.16044449 149.08610353
307 147.3390286 139.27239784
435 143.34171364 144.39950125
204 140.94121924 159.56124156
357 157.20341612 165.13311539
429 160.84535487 163.14924858
318 157.705832 155.61654506
236 152.38186786 151.11736166
427 150.64252216 155.70088115
320 146.76373988 164.17399004
336 140.20994846 157.42699426
328 140.76106075 139.64550987
334 146.3616397 154.5435536
291 160.1382809 140.46840922
281 155.42255135 151.41060792
296 151.88307504 135.00205359
331 150.86082326 154.24953005
371 149.85435663 131.99426797
268 146.79746451 147.1947259
253 150.81493597 145.82916086
222 133.49745081 161.68884505
348 158.44174345 138.10802134
385 164.24998886 156.17355229
273 144.14053081 161.13112952
261 152.85202048 144.85893431
222 159.22689575 138.8705587
249 154.7359542 134.27443291
313 150.23592296 136.7160586
241 128.0960203 145.56623908
304 143.17727537 154.08971772
392 151.75336693 146.76107572
274 153.08236065 136.25633207
419 152.53157758 149.33377526
263 133.5108429 157.85686645
350 160.21976421 165.55521133
388 156.62074456 161.82388742
407 157.05839478 150.22558958
369 152.8043851 151.19943916
319 138.58240476 168.47507591
366 132.04267657 138.40519515
305 153.77111125 155.89809428
277 135.02716338 147.40194591
337 164.73339931 137.09527159
310 143.15126037 146.05637412
288 158.42039534 152.68169051
303 150.07117219 143.86316345
329 173.44196822 143.96713086
381 168.4519512 137.3467923
357 141.83150588 142.3914282
296 160.43833884 141.28654321
355 154.38044387 137.61763304
317 135.22416727 146.00192114
336 163.11791986 161.24203152
325 146.28262003 146.37306006
412 166.92252179 157.25907781
202 140.78062364 156.8813177
316 149.49957237 147.92115395
325 153.62370939 146.46071449
336 131.18052895 139.26228665
330 166.72421738 147.21877647
306 154.77435926 163.36124308
213 146.72650134 141.65663498
298 154.76689806 147.33004912
345 150.87122278 146.03085372
356 149.20220843 150.6357528
306 148.92283589 159.66753645
234 149.13582526 151.47544247
353 151.0084704 148.22958272
390 158.43620842 166.54333239
334 151.44062173 165.40287091
266 126.50037291 161.66380622
357 159.9894066 140.98323812
310 156.74058355 156.33352625
262 142.59017519 142.86630679
272 147.14108533 160.72109015
337 145.20301516 149.38708117
286 161.54518464 147.42525225
312 158.84720125 160.58086299
367 165.13787834 148.01973139
329 156.41683059 161.1022411
260 152.23583057 143.16326088
299 138.45463929 135.20654023
387 150.73535733 141.93404133
260 148.20663807 163.95949229
271 139.29860799 159.72741087
225 142.85702409 145.06783656
218 138.08035094 151.94438806
323 166.44984687 142.52372733
315 164.94515975 151.81274355
254 159.26872748 144.85663234
348 141.71036298 152.63913602
277 149.27396939 162.60666704
229 129.38971912 163.27746792
366 139.69242158 153.98124633
326 154.58662188 145.10919677
326 133.20675205 145.12656399
320 156.62388008 148.9974787
321 154.99322775 154.62093586
353 160.08336919 166.572163
294 139.6797628 156.92338097
341 147.43521041 154.86928997
205 152.22784565 146.47097246
332 168.32939102 143.63902849
377 149.57453458 139.48298515
247 148.93321833 156.1690535
304 169.56185453 140.15449183
270 137.1132806 146.25442324
306 155.80473918 160.29413234
345 145.16151357 158.27249426
341 149.03216546 167.89311738
348 153.47673931 154.91210384
444 152.34275909 148.84409206
337 145.0819467 150.26742855
287 157.94290514 177.79318471
363 164.67316011 156.60991042
282 147.64377678 141.73278995
266 156.27173854 133.88193111
320 149.95249663 145.27248921
266 142.54775683 159.55477717
368 143.86511625 136.29217624
315 135.59915315 149.02295809
337 167.28124629 151.25486544
313 139.33960474 138.52981041
193 136.6510917 154.33582495
345 156.96231045 143.3967556
266 140.86729162 134.57660461
317 141.15641919 161.87319934
273 150.03503001 159.87394742
298 137.77362155 154.39931451
383 154.22486211 162.1225796
316 137.78802105 152.89694364
381 142.54594884 138.33558386
288 154.49548099 141.0990349
323 150.43998552 151.12953137
258 143.84921571 138.27620365
277 151.29410194 151.55965266
349 133.91754609 150.48628094
268 150.10526673 161.68828882
310 149.57632296 162.22047016
359 165.75713148 149.63078095
301 158.45544668 149.48689615
432 157.06764091 155.61655988
310 150.74909963 160.01116773
272 142.10391533 133.44782456
363 155.64873499 150.34966024
230 153.5564196 148.2164887
196 129.16840207 162.80788733
294 142.89434293 138.84806263
204 154.82079896 136.3718772
308 141.57899258 148.95540515
291 171.2095935 153.74362531
342 160.37464869 161.4882254
329 132.41077767 130.49847954
333 150.50056179 148.72618302
305 146.95250737 149.12276931
288 145.13310584 145.50536
462 142.52406164 135.30723391
348 126.4117866 147.4860482
254 148.78273349 154.14930791
409 156.99474194 150.51388243
328 162.21556487 169.60916975
281 155.19315671 152.2698561
316 147.30914476 156.10280646
328 155.53348926 162.04425738
251 150.23508999 151.28522935
357 144.14717516 162.47908219
342 156.96170996 150.13773558
248 157.17751505 155.93660054
205 169.48107235 139.30735927
383 155.06110964 150.03285349
301 151.35060381 145.43485133
350 146.14383376 145.58652629
278 163.30084268 150.06489145
274 144.40936512 149.24798355
409 141.53803986 139.1074166
377 144.50434569 132.16007171
276 153.12546619 134.51593545
320 142.24893785 170.01382029
326 144.70819243 145.1951305
373 153.8698395 143.51447378
325 145.74650974 145.85730952
294 143.80768312 164.42343125
327 164.30993326 146.95289998
343 146.83897114 141.89578426
323 159.26780793 166.95810396
317 168.23854686 147.93698547
261 166.71559509 134.70183323
362 158.92917596 152.55766824
334 172.88284078 130.01494085
341 144.08713558 152.00433463
333 142.54150504 133.74988568
346 158.62496998 152.34824739
